url,host,section,subsection,depth,slug,lastmod,from_sitemap,evidence
https://www.braze.com/braze-for-success-resources,www.braze.com,braze-for-success-resources,,1,braze-for-success-resources,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/braze-for-you,www.braze.com,braze-for-you,,1,braze-for-you,2025-07-18,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/braze-learning-resource,www.braze.com,braze-learning-resource,,1,braze-learning-resource,2026-01-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/braze-online-design-system,www.braze.com,braze-online-design-system,,1,braze-online-design-system,2025-09-18,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/braze-partner-marketing-program-guidelines,www.braze.com,braze-partner-marketing-program-guidelines,,1,braze-partner-marketing-program-guidelines,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/braze-vs-legacy,www.braze.com,braze-vs-legacy,,1,braze-vs-legacy,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/brazeai-decisioning-studio,www.braze.com,brazeai-decisioning-studio,,1,brazeai-decisioning-studio,2026-08-25,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/built-for-growth-braze-services-and-community,www.braze.com,built-for-growth-braze-services-and-community,,1,built-for-growth-braze-services-and-community,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/canada-cocktail-campaign,www.braze.com,canada-cocktail-campaign,,1,canada-cocktail-campaign,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/case-studies,www.braze.com,case-studies,,1,case-studies,2024-09-30,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cer,www.braze.com,cer,,1,cer,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/champagne-campaign,www.braze.com,champagne-campaign,,1,champagne-campaign,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/channels-hub-test,www.braze.com,channels-hub-test,,1,channels-hub-test,2025-09-30,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/city-x-city-on-demand,www.braze.com,city-x-city-on-demand,,1,city-x-city-on-demand,2026-05-21,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cityxcity-sf-giftcard-claim,www.braze.com,cityxcity-sf-giftcard-claim,,1,cityxcity-sf-giftcard-claim,2024-08-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cityxcity-sydney-2024,www.braze.com,cityxcity-sydney-2024,,1,cityxcity-sydney-2024,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/collision-2022,www.braze.com,collision-2022,,1,collision-2022,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company,www.braze.com,company,,1,company,2026-06-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/careers,www.braze.com,company,careers,2,careers,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/careers/engineering,www.braze.com,company,careers,3,engineering,2025-01-10,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/careers/how-we-hire,www.braze.com,company,careers,3,how-we-hire,2026-08-10,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/contact,www.braze.com,company,contact,2,contact,2026-08-31,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal,www.braze.com,company,legal,2,legal,2025-09-25,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/aup,www.braze.com,company,legal,3,aup,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/baa,www.braze.com,company,legal,3,baa,2026-08-31,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/beta-terms,www.braze.com,company,legal,3,beta-terms,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/bias-audit-candidates,www.braze.com,company,legal,3,bias-audit-candidates,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/bonfire-terms-of-service,www.braze.com,company,legal,3,bonfire-terms-of-service,2026-04-21,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/braze-messaging-terms,www.braze.com,company,legal,3,braze-messaging-terms,2026-04-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/braze-partner-program-agreement,www.braze.com,company,legal,3,braze-partner-program-agreement,2026-07-06,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/braze-preference-center,www.braze.com,company,legal,3,braze-preference-center,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/candidate-privacy-ccpa,www.braze.com,company,legal,3,candidate-privacy-ccpa,2025-07-23,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/ccpa2022,www.braze.com,company,legal,3,ccpa2022,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/code-of-conduct,www.braze.com,company,legal,3,code-of-conduct,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/cookies,www.braze.com,company,legal,3,cookies,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/data-privacy-framework-notice,www.braze.com,company,legal,3,data-privacy-framework-notice,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/data-subject-request,www.braze.com,company,legal,3,data-subject-request,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/dpa,www.braze.com,company,legal,3,dpa,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/eu-data-act-addendum,www.braze.com,company,legal,3,eu-data-act-addendum,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/european-amendment-2022,www.braze.com,company,legal,3,european-amendment-2022,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/free-trial-terms,www.braze.com,company,legal,3,free-trial-terms,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/gdpr-faq,www.braze.com,company,legal,3,gdpr-faq,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/gender-pay-gap-reporting,www.braze.com,company,legal,3,gender-pay-gap-reporting,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/london-office-covid-assessment,www.braze.com,company,legal,3,london-office-covid-assessment,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/modern-slavery-statement,www.braze.com,company,legal,3,modern-slavery-statement,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/online-pass-through-msa,www.braze.com,company,legal,3,online-pass-through-msa,2026-04-17,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/preferences,www.braze.com,company,legal,3,preferences,2025-09-05,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/privacy,www.braze.com,company,legal,3,privacy,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/privacy-amendment-2022,www.braze.com,company,legal,3,privacy-amendment-2022,2024-12-18,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/privacy-ccpa,www.braze.com,company,legal,3,privacy-ccpa,2025-06-17,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/privacy-policy-job-candidates,www.braze.com,company,legal,3,privacy-policy-job-candidates,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/privacy-shield-statement,www.braze.com,company,legal,3,privacy-shield-statement,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/psa,www.braze.com,company,legal,3,psa,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/reseller-pass-thru-tou,www.braze.com,company,legal,3,reseller-pass-thru-tou,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/reseller-terms-of-use,www.braze.com,company,legal,3,reseller-terms-of-use,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/scc,www.braze.com,company,legal,3,scc,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/security-schedule,www.braze.com,company,legal,3,security-schedule,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/sponsorship,www.braze.com,company,legal,3,sponsorship,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/subprocessors,www.braze.com,company,legal,3,subprocessors,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/terms,www.braze.com,company,legal,3,terms,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/terms-of-use-archive,www.braze.com,company,legal,3,terms-of-use-archive,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/transparency-report,www.braze.com,company,legal,3,transparency-report,2026-08-03,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/legal/uk-addendum-amendment,www.braze.com,company,legal,3,uk-addendum-amendment,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/company/our-locations,www.braze.com,company,our-locations,2,our-locations,2025-07-31,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/competitor,www.braze.com,competitor,,1,competitor,2025-12-11,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/complex-campaigns-simple-execution-vid,www.braze.com,complex-campaigns-simple-execution-vid,,1,complex-campaigns-simple-execution-vid,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/connection-hub-videos,www.braze.com,connection-hub-videos,,1,connection-hub-videos,2026-09-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cpg,www.braze.com,cpg,,1,cpg,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/crmc,www.braze.com,crmc,,1,crmc,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cross-channel,www.braze.com,cross-channel,,1,cross-channel,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cross-channel-customer-engagement-platform,www.braze.com,cross-channel-customer-engagement-platform,,1,cross-channel-customer-engagement-platform,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cross-channel-lp,www.braze.com,cross-channel-lp,,1,cross-channel-lp,2026-02-05,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/cross-channel-product-demo,www.braze.com,cross-channel-product-demo,,1,cross-channel-product-demo,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customer-champions,www.braze.com,customer-champions,,1,customer-champions,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customer-community,www.braze.com,customer-community,,1,customer-community,2026-07-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customer-engagement,www.braze.com,customer-engagement,,1,customer-engagement,2025-06-16,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customer-engagement-campaign,www.braze.com,customer-engagement-campaign,,1,customer-engagement-campaign,2025-12-16,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customer-success,www.braze.com,customer-success,,1,customer-success,2026-08-19,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customer-support-services,www.braze.com,customer-support-services,,1,customer-support-services,2026-08-11,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers,www.braze.com,customers,,1,customers,2024-06-25,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/24s-case-study,www.braze.com,customers,24s-case-study,2,24s-case-study,2025-07-17,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/500px-increases-revenue-by-257-with-improved-language-localization,www.braze.com,customers,500px-increases-revenue-by-257-with-improved-language-localization,2,500px-increases-revenue-by-257-with-improved-language-localization,2021-05-26,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/8fit-case-study,www.braze.com,customers,8fit-case-study,2,8fit-case-study,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/8fit-case-study-predictive,www.braze.com,customers,8fit-case-study-predictive,2,8fit-case-study-predictive,2021-08-24,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/american-cancer-society,www.braze.com,customers,american-cancer-society,2,american-cancer-society,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/american-dairy-queen-case-study,www.braze.com,customers,american-dairy-queen-case-study,2,american-dairy-queen-case-study,2023-07-05,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/amondz-case-study,www.braze.com,customers,amondz-case-study,2,amondz-case-study,2022-03-16,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/azimo-case-study,www.braze.com,customers,azimo-case-study,2,azimo-case-study,2021-03-19,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/bandlab-case-study,www.braze.com,customers,bandlab-case-study,2,bandlab-case-study,2025-04-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/bazaar,www.braze.com,customers,bazaar,2,bazaar,2026-02-11,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/bees-case-study,www.braze.com,customers,bees-case-study,2,bees-case-study,2022-03-10,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/blablacar-case-study,www.braze.com,customers,blablacar-case-study,2,blablacar-case-study,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/blablacar-case-study-abandoned-cart,www.braze.com,customers,blablacar-case-study-abandoned-cart,2,blablacar-case-study-abandoned-cart,2023-05-11,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/blacklane-case-study,www.braze.com,customers,blacklane-case-study,2,blacklane-case-study,2022-08-18,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/blacklane-loyalty-case-study,www.braze.com,customers,blacklane-loyalty-case-study,2,blacklane-loyalty-case-study,2024-06-03,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/blinkist-case-study,www.braze.com,customers,blinkist-case-study,2,blinkist-case-study,2022-04-29,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/blinkist-personalization-case-study,www.braze.com,customers,blinkist-personalization-case-study,2,blinkist-personalization-case-study,2022-05-03,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/bloom-and-wild-case-study,www.braze.com,customers,bloom-and-wild-case-study,2,bloom-and-wild-case-study,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/bloom-wild-content-blocks,www.braze.com,customers,bloom-wild-content-blocks,2,bloom-wild-content-blocks,2021-03-19,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/bugece-case-study,www.braze.com,customers,bugece-case-study,2,bugece-case-study,2025-07-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/busuu-client-story,www.braze.com,customers,busuu-client-story,2,busuu-client-story,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/cabify-case-study,www.braze.com,customers,cabify-case-study,2,cabify-case-study,2021-03-16,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/cabify-year-end-case-study,www.braze.com,customers,cabify-year-end-case-study,2,cabify-year-end-case-study,2023-10-31,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/canva-case-study,www.braze.com,customers,canva-case-study,2,canva-case-study,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/canva-case-study-catalogs,www.braze.com,customers,canva-case-study-catalogs,2,canva-case-study-catalogs,2024-03-13,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/carpedm-case-study,www.braze.com,customers,carpedm-case-study,2,carpedm-case-study,2024-09-24,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/central-retail-case-study,www.braze.com,customers,central-retail-case-study,2,central-retail-case-study,2025-03-12,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/circus-group-pazza-pasta-case-study,www.braze.com,customers,circus-group-pazza-pasta-case-study,2,circus-group-pazza-pasta-case-study,2024-05-23,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/classpass-case-study,www.braze.com,customers,classpass-case-study,2,classpass-case-study,2023-07-27,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/cleo,www.braze.com,customers,cleo,2,cleo,2026-04-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/clipchamp-case-study,www.braze.com,customers,clipchamp-case-study,2,clipchamp-case-study,2021-12-01,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/coches-case-study,www.braze.com,customers,coches-case-study,2,coches-case-study,2023-11-09,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/coffee-club-case-study,www.braze.com,customers,coffee-club-case-study,2,coffee-club-case-study,2021-10-20,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/consumer-affairs,www.braze.com,customers,consumer-affairs,2,consumer-affairs,2026-05-26,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/crumbl,www.braze.com,customers,crumbl,2,crumbl,2026-05-28,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/dafiti-case-study,www.braze.com,customers,dafiti-case-study,2,dafiti-case-study,2022-04-13,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/dayuse,www.braze.com,customers,dayuse,2,dayuse,2026-04-22,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/deliveroo-looker-currents,www.braze.com,customers,deliveroo-looker-currents,2,deliveroo-looker-currents,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/delivery-hero-case-study,www.braze.com,customers,delivery-hero-case-study,2,delivery-hero-case-study,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/delivery-hero-provisional-push,www.braze.com,customers,delivery-hero-provisional-push,2,delivery-hero-provisional-push,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/draftkings-case-study,www.braze.com,customers,draftkings-case-study,2,draftkings-case-study,2025-02-03,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/dutch-bros-case-study,www.braze.com,customers,dutch-bros-case-study,2,dutch-bros-case-study,2024-05-21,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/dutch-bros-year-end-case-study,www.braze.com,customers,dutch-bros-year-end-case-study,2,dutch-bros-year-end-case-study,2025-02-25,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/dyn-media-case-study,www.braze.com,customers,dyn-media-case-study,2,dyn-media-case-study,2024-09-03,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/elf-case-study,www.braze.com,customers,elf-case-study,2,elf-case-study,2025-03-14,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/endowus-case-study,www.braze.com,customers,endowus-case-study,2,endowus-case-study,2022-09-06,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/equinox-case-study,www.braze.com,customers,equinox-case-study,2,equinox-case-study,2023-08-24,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/erewhon-case-study,www.braze.com,customers,erewhon-case-study,2,erewhon-case-study,2025-03-26,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/esusu-case-study,www.braze.com,customers,esusu-case-study,2,esusu-case-study,2022-09-19,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/etermax-case-study,www.braze.com,customers,etermax-case-study,2,etermax-case-study,2021-02-02,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/everwash-case-study,www.braze.com,customers,everwash-case-study,2,everwash-case-study,2022-07-28,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/fishbrain-conversions-case-study,www.braze.com,customers,fishbrain-conversions-case-study,2,fishbrain-conversions-case-study,2022-06-07,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
https://www.braze.com/customers/floward-case-study,www.braze.com,customers,floward-case-study,2,floward-case-study,2024-09-16,https://www.braze.com/sitemap/en-us_0.xml,company-own (site inventory)
